Feature	Name	Rank	Ranking	Diff
PF17882.1	SBD	5469	Enrichment	-0.0021715526601520088
PF17924.1	TetR_C_19	5470	Enrichment	-0.005514928575391259
PF17932.1	TetR_C_24	5471	Enrichment	-0.069953885641372393
PF18021.1	Agglutinin_C	5472	Enrichment	-0.0021715526601520088
PF18032.1	FRP	5473	Enrichment	0.00886849425806605
PF18054.1	CEL_III_C	5474	Enrichment	-0.0021715526601520088
PF18166.1	pP_pnuc_2	5475	Enrichment	-0.009116445265664219
PF18327.1	PRODH	5476	Enrichment	-0.02908725724294331
PF18352.1	Gp138_N	5477	Enrichment	-0.008030668935588217
PF18368.1	Ig_GlcNase	5478	Enrichment	-0.010675479683302028
PF18573.1	BclA_C	5479	Enrichment	-0.005514928575391259
PF18830.1	LPD16	5480	Enrichment	-0.0021715526601520088
PF04386.13	SspB	5481	Enrichment	0.033248078945789294
PF02914.15	DDE_2	5482	Enrichment	0.0026221668200792775
PF13239.6	2TM	5483	Enrichment	0.016843685570949646
PF15780.5	ASH	5484	Enrichment	0.03282916628455039
PF01060.23	TTR-52	5485	Enrichment	0.005912329505377366
PF03710.15	GlnE	5486	Enrichment	0.03582042912507266
PF03911.16	Sec61_beta	5487	Enrichment	0.005912329505377366
PF18182.1	mCpol	5488	Enrichment	-0.006815822217995355
PF13677.6	MotB_plug	5489	Enrichment	0.08251673669301285
PF15602.6	Imm71	5490	Enrichment	-0.010245245058245842
PF16661.5	Lactamase_B_6	5491	Enrichment	-0.03877319728861611
PF02334.16	RTP	5492	Enrichment	-0.011546138700849938
PF07538.11	ChW	5493	Enrichment	-0.007987645473082597
PF10431.9	ClpB_D2-small	5494	Enrichment	0.08862493617242873
PF01650.18	Peptidase_C13	5495	Enrichment	-0.01395545260116457
PF12894.7	ANAPC4_WD40	5496	Enrichment	0.1396835963991625
PF18433.1	DUF5610	5497	Enrichment	-0.018265724226398522
PF16068.5	DUF4810	5498	Enrichment	-0.014395876993656312
PF04282.13	DUF438	5499	Enrichment	-0.005773069350424969
PF00480.20	ROK	5500	Enrichment	0.19035730985610932
PF07729.12	FCD	5501	Enrichment	0.24734415033756463
PF08068.12	DKCLD	5502	Enrichment	-0.0134493608185327
PF12086.8	DUF3563	5503	Enrichment	0.012824388415819503
PF11167.8	DUF2953	5504	Enrichment	-0.013492384281038314
PF08546.11	ApbA_C	5505	Enrichment	-0.0849430335390533
PF01546.28	Peptidase_M20	5506	Enrichment	-0.24494162961554
PF00571.28	CBS	5507	Enrichment	0.23595765132653668
PF05155.15	Phage_X	5508	Enrichment	0.017296564123640376
PF06995.11	Phage_P2_GpU	5509	Enrichment	-0.03710094323280562
PF00380.19	Ribosomal_S9	5510	Enrichment	0.03300239233095459
PF02416.16	MttA_Hcf106	5511	Enrichment	0.04368353299616523
PF09140.11	MipZ	5512	Enrichment	0.1622731786073759
PF13448.6	DUF4114	5513	Enrichment	0.02960467098939245
PF03301.13	Trp_dioxygenase	5514	Enrichment	-0.029505037707800497
PF02617.17	ClpS	5515	Enrichment	0.03344847770535497
PF07505.11	DUF5131	5516	Enrichment	0.05174590343044183
PF16316.5	DUF4956	5517	Enrichment	-0.015319749241145375
PF00333.20	Ribosomal_S5	5518	Enrichment	0.031076526285637285
PF00950.17	ABC-3	5519	Enrichment	-0.13553296446375218
PF10026.9	DUF2268	5520	Enrichment	0.013393883195828085
PF11103.8	DUF2887	5521	Enrichment	0.035850998427379224
PF12910.7	PHD_like	5522	Enrichment	0.007084152760464609
PF03992.16	ABM	5523	Enrichment	-0.10146064655206577
PF08899.11	DUF1844	5524	Enrichment	0.006041399892894222
PF11840.8	DUF3360	5525	Enrichment	-0.006375397825503629
PF03119.16	DNA_ligase_ZBD	5526	Enrichment	0.026804749337382083
PF10412.9	TrwB_AAD_bind	5527	Enrichment	0.1230957872104832
PF05951.13	Peptidase_M15_2	5528	Enrichment	0.04474892979137024
PF17318.2	DUF5361	5529	Enrichment	0.00704112929795899
PF11399.8	DUF3192	5530	Enrichment	0.005998376430388604
PF01951.16	Archease	5531	Enrichment	0.021498144896228547
PF13427.6	DUF4111	5532	Enrichment	-0.02399577011431786
PF06196.12	DUF997	5533	Enrichment	0.0049556235628182175
PF04232.12	SpoVS	5534	Enrichment	-0.009159468728169837
PF11863.8	DUF3383	5535	Enrichment	-0.009159468728169837
PF00732.19	GMC_oxred_N	5536	Enrichment	-0.014258881231467235
PF00057.18	Ldl_recept_a	5537	Enrichment	0.0020855057351407717
PF00130.22	C1_1	5538	Enrichment	0.0020855057351407717
PF00144.24	Beta-lactamase	5539	Enrichment	-0.23332755913178715
PF00151.19	Lipase	5540	Enrichment	-0.0033003524527336317
PF00244.20	14-3-3	5541	Enrichment	-0.004386128782809636
PF00261.20	Tropomyosin	5542	Enrichment	-0.004386128782809636
PF00354.17	Pentaxin	5543	Enrichment	-0.006504468213020486
PF00519.17	PPV_E1_C	5544	Enrichment	0.0020855057351407717
PF00526.18	Dicty_CTDC	5545	Enrichment	0.0031282586027111575
PF00609.19	DAGK_acc	5546	Enrichment	0.0020855057351407717
PF00670.21	AdoHcyase_NAD	5547	Enrichment	0.044095652479113845
PF00835.19	SNAP-25	5548	Enrichment	0.0031282586027111575
PF01011.21	PQQ	5549	Enrichment	0.0867624731244887
PF01099.17	Uteroglobin	5550	Enrichment	0.0020855057351407717
PF01195.19	Pept_tRNA_hydro	5551	Enrichment	0.03705225878839136
PF01303.17	Egg_lysin	5552	Enrichment	-0.0033003524527336317
PF01339.17	CheB_methylest	5553	Enrichment	0.1593860778339724
PF01479.25	S4	5554	Enrichment	0.0813109475464735
PF01540.16	Lipoprotein_7	5555	Enrichment	0.0020855057351407717
PF01640.17	Peptidase_C10	5556	Enrichment	0.0020855057351407717
PF01665.16	Rota_NSP3	5557	Enrichment	-0.0033003524527336317
PF01775.17	Ribosomal_L18A	5558	Enrichment	0.0020855057351407717
PF01857.20	RB_B	5559	Enrichment	0.0020855057351407717
PF01987.17	AIM24	5560	Enrichment	-0.0644649975827607
PF02091.15	tRNA-synt_2e	5561	Enrichment	0.031699234295586964
PF02249.17	MCR_alpha	5562	Enrichment	-0.013492384281038314
PF02271.16	UCR_14kD	5563	Enrichment	0.0020855057351407717
PF02495.17	TGBp3	5564	Enrichment	0.0031282586027111575
PF02616.14	SMC_ScpA	5565	Enrichment	0.030601003805312055
PF02698.17	DUF218	5566	Enrichment	0.08106186434249385
PF02706.15	Wzz	5567	Enrichment	0.15609591514867427
PF02744.17	GalP_UDP_tr_C	5568	Enrichment	0.02255108753123447
PF03074.16	GCS	5569	Enrichment	0.0020855057351407717
PF03357.21	Snf7	5570	Enrichment	0.0020855057351407717
PF03385.17	STELLO	5571	Enrichment	-0.0033003524527336317
PF03404.16	Mo-co_dimer	5572	Enrichment	0.03857053413628697
PF03415.14	Peptidase_C11	5573	Enrichment	0.016350047948516765
PF03447.16	NAD_binding_3	5574	Enrichment	-0.07613341349283731
PF03484.15	B5	5575	Enrichment	0.020029686189128926
PF03486.14	HI0933_like	5576	Enrichment	-0.19516688008568472
PF03672.13	UPF0154	5577	Enrichment	0.0020855057351407717
PF03683.13	UPF0175	5578	Enrichment	0.05981167045386357
PF03719.15	Ribosomal_S5_C	5579	Enrichment	0.0300337734180669
PF03732.17	Retrotrans_gag	5580	Enrichment	0.0072992700729927005
PF03761.15	DUF316	5581	Enrichment	0.0020855057351407717
PF03868.15	Ribosomal_L6e_N	5582	Enrichment	0.0020855057351407717
PF03918.14	CcmH	5583	Enrichment	0.02799129114543175
PF03954.14	Lectin_N	5584	Enrichment	0.0020855057351407717
PF03965.16	Penicillinase_R	5585	Enrichment	-0.03359226664583426
PF03991.12	Prion_octapep	5586	Enrichment	0.0020855057351407717
PF04181.13	RPAP2_Rtr1	5587	Enrichment	0.0020855057351407717
PF04234.12	CopC	5588	Enrichment	0.041665959043928114
PF04235.12	DUF418	5589	Enrichment	-0.014473998543995475
PF04240.12	Caroten_synth	5590	Enrichment	0.021971402983790342
PF04285.12	DUF444	5591	Enrichment	-0.025647644635257316
PF04356.12	DUF489	5592	Enrichment	0.02634507760640098
PF04390.12	LptE	5593	Enrichment	0.03251894447595727
PF04465.12	DUF499	5594	Enrichment	0.03445160369956489
PF04726.13	Microvir_J	5595	Enrichment	0.0020855057351407717
PF04730.12	Agro_virD5	5596	Enrichment	-0.0033003524527336317
PF04949.13	Transcrip_act	5597	Enrichment	0.0020855057351407717
PF05060.14	MGAT2	5598	Enrichment	0.0020855057351407717
PF05065.13	Phage_capsid	5599	Enrichment	0.06260932771311056
PF05069.13	Phage_tail_S	5600	Enrichment	-0.038262576720457325
PF05387.11	Chorion_3	5601	Enrichment	0.0020855057351407717
PF05488.13	PAAR_motif	5602	Enrichment	-0.09094367436220552
PF05617.11	Prolamin_like	5603	Enrichment	0.0020855057351407717
PF05699.14	Dimer_Tnp_hAT	5604	Enrichment	0.0020855057351407717
PF05711.11	TylF	5605	Enrichment	0.017001060868009676
PF05738.13	Cna_B	5606	Enrichment	-0.0033003524527336317
PF05884.12	ZYG-11_interact	5607	Enrichment	0.0020855057351407717
PF05889.13	SepSecS	5608	Enrichment	-0.03440291925515064
PF05913.11	DUF871	5609	Enrichment	0.0020855057351407717
PF06167.12	Peptidase_M90	5610	Enrichment	0.0267300243761881
PF06298.11	PsbY	5611	Enrichment	0.0020855057351407717
PF06315.11	AceK	5612	Enrichment	-0.026675678949865195
PF06345.11	Drf_DAD	5613	Enrichment	0.0020855057351407717
PF06346.12	Drf_FH1	5614	Enrichment	0.0020855057351407717
PF06355.13	Aegerolysin	5615	Enrichment	-0.0033003524527336317
PF06403.11	Lamprin	5616	Enrichment	0.0020855057351407717
PF06622.11	SepQ	5617	Enrichment	0.0020855057351407717
PF06691.11	DUF1189	5618	Enrichment	-0.0033003524527336317
PF06755.12	CbtA_toxin	5619	Enrichment	0.0020855057351407717
PF06924.11	DUF1281	5620	Enrichment	0.0020855057351407717
PF07080.11	DUF1348	5621	Enrichment	0.0458845227622422
PF07141.11	Phage_term_sma	5622	Enrichment	0.0020855057351407717
PF07168.11	Ureide_permease	5623	Enrichment	0.0031282586027111575
PF07200.13	Mod_r	5624	Enrichment	0.0020855057351407717
PF07216.12	LcrG	5625	Enrichment	0.0020855057351407717
PF07271.11	Cytadhesin_P30	5626	Enrichment	0.0020855057351407717
PF07303.13	Occludin_ELL	5627	Enrichment	0.0020855057351407717
PF07350.12	DUF1479	5628	Enrichment	0.03436555677455365
PF07397.11	DUF1502	5629	Enrichment	0.0031282586027111575
PF07634.11	RtxA	5630	Enrichment	0.005213764337851929
PF07672.13	MFS_Mycoplasma	5631	Enrichment	0.0020855057351407717
PF07702.13	UTRA	5632	Enrichment	0.08073465958817483
PF07922.11	Glyco_transf_52	5633	Enrichment	-0.0033003524527336317
PF07983.13	X8	5634	Enrichment	0.0020855057351407717
PF07984.12	NTP_transf_7	5635	Enrichment	0.0020855057351407717
PF07987.11	DUF1775	5636	Enrichment	-0.019829287429563247
PF08085.11	Entericidin	5637	Enrichment	-0.013008936426040972
PF08235.13	LNS2	5638	Enrichment	-0.0033003524527336317
PF08246.12	Inhibitor_I29	5639	Enrichment	0.0020855057351407717
PF08311.12	Mad3_BUB1_I	5640	Enrichment	0.0020855057351407717
PF08320.12	PIG-X	5641	Enrichment	0.0020855057351407717
PF08628.12	Nexin_C	5642	Enrichment	0.0020855057351407717
PF08700.11	Vps51	5643	Enrichment	0.0020855057351407717
PF08808.11	RES	5644	Enrichment	0.09093461679115156
PF08931.10	Caudo_bapla_RBP	5645	Enrichment	0.0031282586027111575
PF08943.10	CsiD	5646	Enrichment	-0.013094983351052206
PF09005.10	DUF1897	5647	Enrichment	0.0020855057351407717
PF09021.11	HutP	5648	Enrichment	-0.009030398340652983
PF09086.11	DUF1924	5649	Enrichment	0.034986000391739935
PF09106.11	SelB-wing_2	5650	Enrichment	0.02539856143127739
PF09254.11	Endonuc-FokI_C	5651	Enrichment	0.0020855057351407717
PF09391.10	DUF2000	5652	Enrichment	0.027398020241406917
PF09453.10	HIRA_B	5653	Enrichment	0.006256517205422315
PF09535.10	Gmx_para_CXXCG	5654	Enrichment	0.0020855057351407717
PF09545.10	RE_AccI	5655	Enrichment	0.0020855057351407717
PF09564.10	RE_NgoBV	5656	Enrichment	0.0020855057351407717
PF09769.9	ApoO	5657	Enrichment	0.0020855057351407717
PF09910.9	DUF2139	5658	Enrichment	0.0020855057351407717
PF09956.9	DUF2190	5659	Enrichment	0.02248768453385777
PF09986.9	DUF2225	5660	Enrichment	-7.970662527356787e-4
PF10015.9	DUF2258	5661	Enrichment	0.0020855057351407717
PF10031.9	DUF2273	5662	Enrichment	0.0020855057351407717
PF10097.9	DUF2335	5663	Enrichment	0.01160954169822664
PF10545.9	MADF_DNA_bdg	5664	Enrichment	0.0020855057351407717
PF10645.9	Carb_bind	5665	Enrichment	0.004171011470281543
PF10699.9	HAP2-GCS1	5666	Enrichment	-0.0033003524527336317
PF10733.9	DUF2525	5667	Enrichment	0.0020855057351407717
PF10783.9	DUF2599	5668	Enrichment	-0.00897718511071182
PF10832.8	DUF2559	5669	Enrichment	0.0020855057351407717
PF10987.8	DUF2806	5670	Enrichment	0.010706048985608653
PF10993.8	DUF2818	5671	Enrichment	0.02224992329369513
PF11443.8	DUF2828	5672	Enrichment	0.0020855057351407717
PF11463.8	R-HINP1I	5673	Enrichment	0.0031282586027111575
PF11471.8	Sugarporin_N	5674	Enrichment	-0.012674938493431563
PF11560.8	LAP2alpha	5675	Enrichment	0.0020855057351407717
PF11570.8	E2R135	5676	Enrichment	0.0020855057351407717
PF11658.8	CBP_BcsG	5677	Enrichment	-0.012933079268465278
PF11661.8	DUF2986	5678	Enrichment	-0.0033003524527336317
PF11678.8	DUF3274	5679	Enrichment	-0.01723316112626367
PF11695.8	DUF3291	5680	Enrichment	-0.019298287326533367
PF11722.8	zf-TRM13_CCCH	5681	Enrichment	0.0020855057351407717
PF11951.8	Fungal_trans_2	5682	Enrichment	0.0020855057351407717
PF12183.8	NotI	5683	Enrichment	0.008782447333054812
PF12389.8	Peptidase_M73	5684	Enrichment	-0.0170610672762412
PF12390.8	Se-cys_synth_N	5685	Enrichment	0.026312243911330913
PF12466.8	GDH_N	5686	Enrichment	0.0020855057351407717
PF12468.8	TTSSLRR	5687	Enrichment	0.0020855057351407717
PF12636.7	DUF3781	5688	Enrichment	0.0020855057351407717
PF12698.7	ABC2_membrane_3	5689	Enrichment	0.100588855338136
PF12724.7	Flavodoxin_5	5690	Enrichment	-0.03499619015917543
PF12815.7	CTD	5691	Enrichment	0.0020855057351407717
PF12905.7	Glyco_hydro_101	5692	Enrichment	0.004171011470281543
PF12975.7	DUF3859	5693	Enrichment	-0.008331833173127547
PF13036.6	LpoB	5694	Enrichment	0.019111474923548435
PF13304.6	AAA_21	5695	Enrichment	-0.8017614711306962
PF13310.6	Virulence_RhuM	5696	Enrichment	0.04891880906526999
PF13316.6	DUF4087	5697	Enrichment	-0.016921807121288802
PF13602.6	ADH_zinc_N_2	5698	Enrichment	-0.10082208779277124
PF13635.6	DUF4143	5699	Enrichment	0.1583603079121279
PF13665.6	DUF4150	5700	Enrichment	0.02556046551386429
PF13683.6	rve_3	5701	Enrichment	-0.09827691032664987
PF13758.6	Prefoldin_3	5702	Enrichment	0.0020855057351407717
PF13873.6	Myb_DNA-bind_5	5703	Enrichment	0.0020855057351407717
PF14027.6	Questin_oxidase	5704	Enrichment	-0.010105984903293445
PF14105.6	DUF4278	5705	Enrichment	0.0020855057351407717
PF14310.6	Fn3-like	5706	Enrichment	-0.006619952243956617
PF14317.6	YcxB	5707	Enrichment	-0.014750254461136793
PF14325.6	DUF4383	5708	Enrichment	-0.025210616831910726
PF14376.6	Haem_bd	5709	Enrichment	0.007567600615461956
PF14505.6	DUF4438	5710	Enrichment	0.008739423870549195
PF14545.6	DBB	5711	Enrichment	0.0020855057351407717
PF14639.6	YqgF	5712	Enrichment	-0.012148467175928594
PF14730.6	DUF4468	5713	Enrichment	0.0020855057351407717
PF14773.6	VIGSSK	5714	Enrichment	0.0020855057351407717
PF14801.6	GCD14_N	5715	Enrichment	0.01784341497601441
PF14804.6	Jag_N	5716	Enrichment	-0.01510463192861728
PF15431.6	TMEM190	5717	Enrichment	0.0031282586027111575
PF15586.6	Imm8	5718	Enrichment	0.009567059425591492
PF15738.5	YafQ_toxin	5719	Enrichment	0.01230810686575208
PF15869.5	TolB_like	5720	Enrichment	0.0020855057351407717
PF15905.5	HMMR_N	5721	Enrichment	-0.0033003524527336317
PF16081.5	Phage_holin_7_1	5722	Enrichment	0.0020855057351407717
PF16112.5	DUF4830	5723	Enrichment	-0.004386128782809636
PF16125.5	DUF4837	5724	Enrichment	0.0020855057351407717
PF16346.5	DUF4975	5725	Enrichment	0.0020855057351407717
PF16409.5	DUF5017	5726	Enrichment	0.0020855057351407717
PF16456.5	YmgD	5727	Enrichment	0.0031282586027111575
PF16468.5	DUF5049	5728	Enrichment	0.0031282586027111575
PF16575.5	CLP1_P	5729	Enrichment	0.014221518750870375
PF16686.5	POT1PC	5730	Enrichment	-0.0033003524527336317
PF16774.5	Baseplate	5731	Enrichment	0.0020855057351407717
PF16792.5	Caudo_bapla16	5732	Enrichment	0.0020855057351407717
PF16862.5	Glyco_hydro_79C	5733	Enrichment	0.0020855057351407717
PF16916.5	ZT_dimer	5734	Enrichment	0.02014630241644677
PF17078.5	SHE3	5735	Enrichment	0.0020855057351407717
PF17113.5	AmpE	5736	Enrichment	-0.03247139222792472
PF17134.4	DUF5109	5737	Enrichment	0.0020855057351407717
PF17451.2	Glyco_hyd_101C	5738	Enrichment	0.0020855057351407717
PF17883.1	MBG	5739	Enrichment	0.0020855057351407717
PF17963.1	Big_9	5740	Enrichment	-0.09335298826252014
PF17985.1	SipA_VBS	5741	Enrichment	0.0020855057351407717
PF18175.1	HU-CCDC81_bac_2	5742	Enrichment	0.001655271110084587
PF18252.1	Cu_bind_CorA	5743	Enrichment	-0.0033003524527336317
PF18360.1	hnRNP_Q_AcD	5744	Enrichment	0.0020855057351407717
PF18725.1	HEPN_SAV2148	5745	Enrichment	-0.0033003524527336317
PF06988.11	NifT	5746	Enrichment	0.014704966605867724
PF08305.11	NPCBM	5747	Enrichment	-0.006021020358023141
PF11699.8	CENP-C_C	5748	Enrichment	-0.007944622010576979
PF13603.6	tRNA-synt_1_2	5749	Enrichment	0.052572406789102466
PF16357.5	PepSY_TM_like_2	5750	Enrichment	-0.02999641093746991
PF18181.1	SLATT_1	5751	Enrichment	0.02091846034878441
PF02462.15	Opacity	5752	Enrichment	-0.04231131098151236
PF16320.5	Ribosomal_L12_N	5753	Enrichment	0.0269451416887162
PF03060.15	NMO	5754	Enrichment	-0.14553591949630817
PF18159.1	S_4TM	5755	Enrichment	-0.008116715860599451
PF05227.13	CHASE3	5756	Enrichment	-0.05928293474359714
PF16095.5	COR	5757	Enrichment	-0.01631947864621014
PF00043.25	GST_C	5758	Enrichment	-0.3360879671300747
PF00255.19	GSHPx	5759	Enrichment	-0.05071560472307046
PF02151.19	UVR	5760	Enrichment	0.03724020338775813
PF08439.10	Peptidase_M3_N	5761	Enrichment	-0.039557809381152775
PF12348.8	CLASP_N	5762	Enrichment	-0.009987104283212131
PF07516.13	SecA_SW	5763	Enrichment	0.02961938954235488
PF00420.24	Oxidored_q2	5764	Enrichment	0.06250516564599162
PF06782.11	UPF0236	5765	Enrichment	-0.006418421288009249
PF11468.8	PTase_Orf2	5766	Enrichment	0.010083340975658911
PF01457.16	Peptidase_M8	5767	Enrichment	-0.004773339945360203
PF13545.6	HTH_Crp_2	5768	Enrichment	0.18498617022119745
PF00240.23	ubiquitin	5769	Enrichment	-0.005643998962908114
PF02805.16	Ada_Zn_binding	5770	Enrichment	-0.03357415150372667
PF03815.19	LCCL	5771	Enrichment	-0.005643998962908114
PF12592.8	DUF3763	5772	Enrichment	-0.005643998962908114
PF18623.1	TnsE_C	5773	Enrichment	-0.005643998962908114
PF01654.17	Cyt_bd_oxida_I	5774	Enrichment	-0.039657442662744735
PF00488.21	MutS_V	5775	Enrichment	0.05779183210886285
PF03538.14	VRP1	5776	Enrichment	0.0098252002006252
PF04399.13	Glutaredoxin2_C	5777	Enrichment	0.0098252002006252
PF14253.6	AbiH	5778	Enrichment	0.010867953068195584
PF01476.20	LysM	5779	Enrichment	0.12835483940360426
PF02906.14	Fe_hyd_lg_C	5780	Enrichment	-0.007698935395742262
PF06411.11	HdeA	5781	Enrichment	0.012156392550600692
PF09218.10	DUF1959	5782	Enrichment	0.006955082372947754
PF08376.10	NIT	5783	Enrichment	-0.047054081624565924
PF11575.8	FhuF_C	5784	Enrichment	-0.020687492286912162
PF07653.17	SH3_2	5785	Enrichment	0.008782447333054812
PF09424.10	YqeY	5786	Enrichment	0.03060326819807546
PF11617.8	Cu-binding_MopE	5787	Enrichment	0.003482636070191645
PF17766.1	fn3_6	5788	Enrichment	-0.013062149655982125
PF11287.8	DUF3088	5789	Enrichment	-0.013826382213647723
PF16263.5	DUF4917	5790	Enrichment	-0.01127780815838069
PF14890.6	Intein_splicing	5791	Enrichment	0.04594226477771024
PF04956.13	TrbC	5792	Enrichment	0.04025071356676957
PF04951.13	Peptidase_M55	5793	Enrichment	0.021551358126169706
PF03958.17	Secretin_N	5794	Enrichment	-0.11041518773514303
PF09603.10	Fib_succ_major	5795	Enrichment	0.019683234096320473
PF10555.9	MraY_sig1	5796	Enrichment	0.03170942406302257
PF00646.33	F-box	5797	Enrichment	0.004084964545270306
PF01578.20	Cytochrom_C_asm	5798	Enrichment	0.05694608141171309
PF03283.13	PAE	5799	Enrichment	-0.016018314408670815
PF04885.13	Stig1	5800	Enrichment	0.00825597601555185
PF06576.11	DUF1133	5801	Enrichment	0.004084964545270306
PF08888.11	HopJ	5802	Enrichment	-0.015997934873799732
PF08947.10	BPS	5803	Enrichment	0.006170470280411078
PF09940.9	DUF2172	5804	Enrichment	0.01010372051052999
PF12981.7	DUF3865	5805	Enrichment	0.005127717412840692
PF14189.6	DUF4312	5806	Enrichment	0.004084964545270306
PF14209.6	DUF4321	5807	Enrichment	0.004084964545270306
PF15542.6	Ntox50	5808	Enrichment	0.005127717412840692
PF16103.5	DUF4822	5809	Enrichment	0.004084964545270306
PF16778.5	Phage_tail_APC	5810	Enrichment	-0.02361874871920284
PF18216.1	N_formyltrans_C	5811	Enrichment	0.004084964545270306
PF18765.1	Polbeta	5812	Enrichment	0.1736438268690581
PF00837.17	T4_deiodinase	5813	Enrichment	0.00886849425806605
PF01871.17	AMMECR1	5814	Enrichment	0.02649452752878892
PF09614.10	Cas_Csy2	5815	Enrichment	0.010663025523103033
PF08902.11	DUF1848	5816	Enrichment	0.013264812808311224
PF14589.6	NrfD_2	5817	Enrichment	0.006782988522925278
PF08869.11	XisI	5818	Enrichment	0.0049556235628182175
PF07591.11	PT-HINT	5819	Enrichment	0.03804293062240231
PF06119.14	NIDO	5820	Enrichment	-0.009460632965709165
PF00800.18	PDT	5821	Enrichment	0.020922989134311232
PF01494.19	FAD_binding_3	5822	Enrichment	0.09240194330186924
PF01527.20	HTH_Tnp_1	5823	Enrichment	0.25104303591666577
PF11175.8	DUF2961	5824	Enrichment	0.014618919680856483
PF12525.8	DUF3726	5825	Enrichment	-0.01336331389352146
PF13491.6	FtsK_4TM	5826	Enrichment	0.02655679832978386
PF13540.6	RCC1_2	5827	Enrichment	-2.490832039797608e-5
PF06983.13	3-dmu-9_3-mt	5828	Enrichment	0.08117734837343005
PF01262.21	AlaDh_PNT_C	5829	Enrichment	0.10772395693577774
PF05957.13	DUF883	5830	Enrichment	0.11584293718914129
PF06903.12	VirK	5831	Enrichment	-0.007676291468107728
PF18134.1	AGS_C	5832	Enrichment	-0.012277537563445455
PF02357.19	NusG	5833	Enrichment	0.06144090104716837
PF08378.11	NERD	5834	Enrichment	0.03695602209594451
PF02514.16	CobN-Mg_chel	5835	Enrichment	-0.047607725655230415
